"","UniqueID","DATE","YEAR","SITE","PLOT","TREE","SPECIES","DBH","DA","TOP","LEAN","BOWED","DOWN","First_Year","Sampled_Years","SiteSeriesNumber","SiteSeriesTotal","NOTES","OfficeNotes"
"3193","BFY13_9_2230","7/12/2023",2023,"BFY13","9","2230","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3194","BFY13_9_2231","7/12/2023",2023,"BFY13","9","2231","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3195","BFY13_9_2232","7/12/2023",2023,"BFY13","9","2232","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3196","BFY13_9_2233","7/12/2023",2023,"BFY13","9","2233","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3197","BFY13_9_2234","7/12/2023",2023,"BFY13","9","2234","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3198","BFY13_9_2235","7/12/2023",2023,"BFY13","9","2235","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3199","BFY13_9_2236","7/12/2023",2023,"BFY13","9","2236","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3200","BFY13_9_2237","7/12/2023",2023,"BFY13","9","2237","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3201","BFY13_9_2238","7/12/2023",2023,"BFY13","9","2238","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3202","BFY13_9_2239","7/12/2023",2023,"BFY13","9","2239","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3203","BFY13_9_2240","7/12/2023",2023,"BFY13","9","2240","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3204","BFY13_9_2241","7/12/2023",2023,"BFY13","9","2241","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3205","BFY13_9_2242","7/12/2023",2023,"BFY13","9","2242","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3206","BFY13_9_2243","7/12/2023",2023,"BFY13","9","2243","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3207","BFY13_11_2244","7/12/2023",2023,"BFY13","11","2244","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3208","BFY13_11_2245","7/12/2023",2023,"BFY13","11","2245","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3209","BFY13_11_2246","7/12/2023",2023,"BFY13","11","2246","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3210","BFY13_11_2247","7/12/2023",2023,"BFY13","11","2247","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3211","BFY13_11_2248","7/12/2023",2023,"BFY13","11","2248","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3212","BFY13_11_2249","7/12/2023",2023,"BFY13","11","2249","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3213","BFY13_11_2250","7/12/2023",2023,"BFY13","11","2250","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3214","BFY13_11_2251","7/12/2023",2023,"BFY13","11","2251","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3215","BFY13_11_2252","7/12/2023",2023,"BFY13","11","2252","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3216","BFY13_11_2253","7/12/2023",2023,"BFY13","11","2253","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3217","BFY13_11_2254","7/12/2023",2023,"BFY13","11","2254","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3218","BFY13_11_2255","7/12/2023",2023,"BFY13","11","2255","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3219","BFY13_11_2256","7/12/2023",2023,"BFY13","11","2256","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3220","BFY13_11_2257","7/12/2023",2023,"BFY13","11","2257","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3221","BFY13_11_2258","7/12/2023",2023,"BFY13","11","2258","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3222","BFY13_11_2259","7/12/2023",2023,"BFY13","11","2259","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3223","BFY13_11_2260","7/12/2023",2023,"BFY13","11","2260","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3224","BFY13_11_2261","7/12/2023",2023,"BFY13","11","2261","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3225","BFY13_11_2262","7/12/2023",2023,"BFY13","11","2262","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3226","BFY13_11_2263","7/12/2023",2023,"BFY13","11","2263","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3227","BFY13_11_2264","7/12/2023",2023,"BFY13","11","2264","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3228","BFY13_11_2265","7/12/2023",2023,"BFY13","11","2265","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3229","BFY13_11_2266","7/12/2023",2023,"BFY13","11","2266","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3230","BFY13_11_2267","7/12/2023",2023,"BFY13","11","2267","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3231","BFY13_11_2268","7/12/2023",2023,"BFY13","11","2268","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3232","BFY13_11_2269","7/12/2023",2023,"BFY13","11","2269","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3233","BFY13_11_2270","7/12/2023",2023,"BFY13","11","2270","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3234","BFY13_11_2271","7/12/2023",2023,"BFY13","11","2271","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3235","BFY13_11_2272","7/12/2023",2023,"BFY13","11","2272","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3236","BFY13_11_2273","7/12/2023",2023,"BFY13","11","2273","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3237","BFY13_11_2274","7/12/2023",2023,"BFY13","11","2274","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3238","BFY13_11_2275","7/12/2023",2023,"BFY13","11","2275","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3239","BFY13_11_2276","7/12/2023",2023,"BFY13","11","2276","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3240","BFY13_11_2277","7/12/2023",2023,"BFY13","11","2277","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3241","BFY13_11_2278","7/12/2023",2023,"BFY13","11","2278","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3242","BFY13_11_2279","7/12/2023",2023,"BFY13","11","2279","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3243","BFY13_11_2280","7/12/2023",2023,"BFY13","11","2280","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3244","BFY13_11_2281","7/12/2023",2023,"BFY13","11","2281","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3245","BFY13_11_2282","7/12/2023",2023,"BFY13","11","2282","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3246","BFY13_11_2283","7/12/2023",2023,"BFY13","11","2283","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3247","BFY13_11_2284","7/12/2023",2023,"BFY13","11","2284","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3248","BFY13_11_2285","7/12/2023",2023,"BFY13","11","2285","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3249","BFY13_11_2286","7/12/2023",2023,"BFY13","11","2286","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3250","BFY13_11_2287","7/12/2023",2023,"BFY13","11","2287","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3251","BFY13_11_2288","7/12/2023",2023,"BFY13","11","2288","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3252","BFY13_11_2289","7/12/2023",2023,"BFY13","11","2289","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3253","BFY13_11_2290","7/12/2023",2023,"BFY13","11","2290","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3254","BFY13_12_2617","7/12/2023",2023,"BFY13","12","2617","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3255","BFY13_12_2618","7/12/2023",2023,"BFY13","12","2618","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3256","BFY13_12_2619","7/12/2023",2023,"BFY13","12","2619","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3257","BFY13_12_2620","7/12/2023",2023,"BFY13","12","2620","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3258","BFY13_12_2621","7/12/2023",2023,"BFY13","12","2621","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3259","BFY13_12_2622","7/12/2023",2023,"BFY13","12","2622","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3260","BFY13_12_2623","7/12/2023",2023,"BFY13","12","2623","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3261","BFY13_12_2624","7/12/2023",2023,"BFY13","12","2624","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3262","BFY13_12_2625","7/12/2023",2023,"BFY13","12","2625","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3263","BFY13_12_2626","7/12/2023",2023,"BFY13","12","2626","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3264","BFY13_12_2627","7/12/2023",2023,"BFY13","12","2627","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3265","BFY13_12_2628","7/12/2023",2023,"BFY13","12","2628","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3266","BFY13_12_2629","7/12/2023",2023,"BFY13","12","2629","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3267","BFY13_12_2630","7/12/2023",2023,"BFY13","12","2630","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3268","BFY13_12_2631","7/12/2023",2023,"BFY13","12","2631","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3269","BFY13_12_2632","7/12/2023",2023,"BFY13","12","2632","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3270","BFY13_12_2633","7/12/2023",2023,"BFY13","12","2633","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3271","BFY13_12_2634","7/12/2023",2023,"BFY13","12","2634","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3272","BFY13_12_2635","7/12/2023",2023,"BFY13","12","2635","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3273","BFY13_12_2636","7/12/2023",2023,"BFY13","12","2636","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3274","BFY13_12_2637","7/12/2023",2023,"BFY13","12","2637","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3275","BFY13_12_2638","7/12/2023",2023,"BFY13","12","2638","BETNEO",3.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3276","BFY13_12_2639","7/12/2023",2023,"BFY13","12","2639","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3277","BFY13_12_2640","7/12/2023",2023,"BFY13","12","2640","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3278","BFY13_12_2641","7/12/2023",2023,"BFY13","12","2641","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3279","BFY13_12_2642","7/12/2023",2023,"BFY13","12","2642","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3280","BFY13_12_2643","7/12/2023",2023,"BFY13","12","2643","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3281","BFY13_12_2644","7/12/2023",2023,"BFY13","12","2644","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3282","BFY13_12_2645","7/12/2023",2023,"BFY13","12","2645","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3283","BFY13_12_2646","7/12/2023",2023,"BFY13","12","2646","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3284","BFY13_12_2647","7/12/2023",2023,"BFY13","12","2647","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3285","BFY13_12_2648","7/12/2023",2023,"BFY13","12","2648","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3286","BFY13_12_2649","7/12/2023",2023,"BFY13","12","2649","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3287","BFY13_12_2650","7/12/2023",2023,"BFY13","12","2650","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3288","BFY13_12_2651","7/12/2023",2023,"BFY13","12","2651","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3289","BFY13_12_2652","7/12/2023",2023,"BFY13","12","2652","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3290","BFY13_12_2653","7/12/2023",2023,"BFY13","12","2653","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3291","BFY13_12_2654","7/12/2023",2023,"BFY13","12","2654","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3292","BFY13_12_2655","7/12/2023",2023,"BFY13","12","2655","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3293","BFY13_12_2656","7/12/2023",2023,"BFY13","12","2656","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3294","BFY13_12_2657","7/12/2023",2023,"BFY13","12","2657","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3295","BFY13_12_2658","7/12/2023",2023,"BFY13","12","2658","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3296","BFY13_12_2659","7/12/2023",2023,"BFY13","12","2659","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3297","BFY13_12_2660","7/12/2023",2023,"BFY13","12","2660","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3298","BFY13_12_2661","7/12/2023",2023,"BFY13","12","2661","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3299","BFY13_12_2662","7/12/2023",2023,"BFY13","12","2662","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3300","BFY13_12_2663","7/12/2023",2023,"BFY13","12","2663","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3301","BFY13_12_2664","7/12/2023",2023,"BFY13","12","2664","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3302","BFY13_12_2665","7/12/2023",2023,"BFY13","12","2665","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3303","BFY13_12_2666","7/12/2023",2023,"BFY13","12","2666","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3304","BFY13_12_2667","7/12/2023",2023,"BFY13","12","2667","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3305","BFY13_12_2668","7/12/2023",2023,"BFY13","12","2668","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3306","BFY13_12_2669","7/12/2023",2023,"BFY13","12","2669","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3307","BFY13_13_2670","7/12/2023",2023,"BFY13","13","2670","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3308","BFY13_13_2671","7/12/2023",2023,"BFY13","13","2671","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3309","BFY13_13_2672","7/12/2023",2023,"BFY13","13","2672","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3310","BFY13_13_2673","7/12/2023",2023,"BFY13","13","2673","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3311","BFY13_13_2674","7/12/2023",2023,"BFY13","13","2674","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3312","BFY13_13_2675","7/12/2023",2023,"BFY13","13","2675","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3313","BFY13_13_2676","7/12/2023",2023,"BFY13","13","2676","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3314","BFY13_13_2677","7/12/2023",2023,"BFY13","13","2677","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3315","BFY13_13_2678","7/12/2023",2023,"BFY13","13","2678","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3316","BFY13_13_2679","7/12/2023",2023,"BFY13","13","2679","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3317","BFY13_13_2680","7/12/2023",2023,"BFY13","13","2680","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3318","BFY13_13_2681","7/12/2023",2023,"BFY13","13","2681","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3319","BFY13_13_2682","7/12/2023",2023,"BFY13","13","2682","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3320","BFY13_13_2683","7/12/2023",2023,"BFY13","13","2683","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3321","BFY13_13_2684","7/12/2023",2023,"BFY13","13","2684","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3322","BFY13_13_2685","7/12/2023",2023,"BFY13","13","2685","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3323","BFY13_13_2686","7/12/2023",2023,"BFY13","13","2686","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3324","BFY13_13_2687","7/12/2023",2023,"BFY13","13","2687","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3325","BFY13_13_2688","7/12/2023",2023,"BFY13","13","2688","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3326","BFY13_13_2689","7/12/2023",2023,"BFY13","13","2689","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3327","BFY13_13_2690","7/12/2023",2023,"BFY13","13","2690","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3328","BFY13_13_2691","7/12/2023",2023,"BFY13","13","2691","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3329","BFY13_13_2692","7/12/2023",2023,"BFY13","13","2692","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3330","BFY13_13_2693","7/12/2023",2023,"BFY13","13","2693","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3331","BFY13_13_2694","7/12/2023",2023,"BFY13","13","2694","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3332","BFY13_13_2695","7/12/2023",2023,"BFY13","13","2695","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3333","BFY13_13_2696","7/12/2023",2023,"BFY13","13","2696","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3334","BFY13_13_2697","7/12/2023",2023,"BFY13","13","2697","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3335","BFY13_13_2698","7/12/2023",2023,"BFY13","13","2698","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3336","BFY13_13_2699","7/12/2023",2023,"BFY13","13","2699","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3337","BFY13_13_2700","7/12/2023",2023,"BFY13","13","2700","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3338","BFY13_13_2701","7/12/2023",2023,"BFY13","13","2701","BETNEO",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3339","BFY13_13_2702","7/12/2023",2023,"BFY13","13","2702","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3340","BFY13_13_2703","7/12/2023",2023,"BFY13","13","2703","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3341","BFY13_13_2704","7/12/2023",2023,"BFY13","13","2704","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3342","BFY13_13_2705","7/12/2023",2023,"BFY13","13","2705","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3343","BFY13_13_2706","7/12/2023",2023,"BFY13","13","2706","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3344","BFY13_13_2707","7/12/2023",2023,"BFY13","13","2707","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3345","BFY13_13_2708","7/12/2023",2023,"BFY13","13","2708","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3346","BFY13_13_2709","7/12/2023",2023,"BFY13","13","2709","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3347","BFY13_13_2710","7/12/2023",2023,"BFY13","13","2710","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3348","BFY13_13_2711","7/12/2023",2023,"BFY13","13","2711","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3349","BFY13_13_2712","7/12/2023",2023,"BFY13","13","2712","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3350","BFY13_13_2713","7/12/2023",2023,"BFY13","13","2713","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3351","BFY13_13_2714","7/12/2023",2023,"BFY13","13","2714","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3352","BFY13_13_2715","7/12/2023",2023,"BFY13","13","2715","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3353","BFY13_13_2716","7/12/2023",2023,"BFY13","13","2716","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3354","BFY13_13_2717","7/12/2023",2023,"BFY13","13","2717","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3355","BFY13_13_2718","7/12/2023",2023,"BFY13","13","2718","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3356","BFY13_13_2719","7/12/2023",2023,"BFY13","13","2719","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3357","BFY13_13_2720","7/12/2023",2023,"BFY13","13","2720","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3358","BFY13_13_2721","7/12/2023",2023,"BFY13","13","2721","BETNEO",3.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3359","BFY13_13_2722","7/12/2023",2023,"BFY13","13","2722","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3360","BFY13_13_2723","7/12/2023",2023,"BFY13","13","2723","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3361","BFY13_13_2724","7/12/2023",2023,"BFY13","13","2724","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3362","BFY13_13_2725","7/12/2023",2023,"BFY13","13","2725","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"3363","BFY13_13_2726","7/12/2023",2023,"BFY13","13","2726","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
