UniqueID,DATE,DATE (new),SITE,PLOT,TREE,NEW TREE TAG,SPECIES,DBH,New DBH,DA,TOP,LEAN,BOWED,DOWN,New Notes,NOTES,Office Notes,DAMAGE,LOCATION,SEVERITY,,,,,,,,,
FP4B33_1778,6/30/2018,7/16/2024,FP4B,33,1778,,PICGLA,20.4,23.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B33_1779,6/30/2018,7/16/2024,FP4B,33,1779,,PICGLA,27.7,29.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B33_1781,6/30/2018,7/16/2024,FP4B,33,1781,,BETNEO,20.3,20.4,1,-99,0,1,1,,old notes-band 1.38. 2019 notes-,,,,,,,,,,,,,
FP4B34_1782,6/30/2018,7/16/2024,FP4B,34,1782,,PICGLA,34.8,35.5,1,-99,0,1,1,,old notes-band 4.1. 2019 notes-,,,,,,,,,,,,,
FP4B34_1783,6/30/2018,7/16/2024,FP4B,34,1783,,PICGLA,25.3,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4B34_1784,6/30/2018,7/16/2024,FP4B,34,1784,,BETNEO,24.6,-9999,0,-99,0,1,0,,old notes-band 1.23. 2019 notes-,,,,,,,,,,,,,
FP4B34_1785,6/30/2018,7/16/2024,FP4B,34,1785,,PICGLA,39.1,39.3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B34_2118,,7/16/2024,FP4B,34,2118,,BETNEO,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B35_1786,6/30/2018,7/16/2024,FP4B,35,1786,,BETNEO,25,25.3,1,-99,0,1,1,,old notes-band 2.91. 2019 notes-,,,,,,,,,,,,,
FP4B35_1787,6/30/2018,7/16/2024,FP4B,35,1787,,PICGLA,39.1,40.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B35_1789,6/30/2018,7/16/2024,FP4B,35,1789,,PICGLA,23.6,25.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B36_1736,6/30/2018,7/16/2024,FP4B,36,1736,,PICGLA,25.5,27.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B36_1737,6/30/2018,7/16/2024,FP4B,36,1737,,PICGLA,35.4,37.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B37_1728,6/30/2018,7/16/2024,FP4B,37,1728,,PICGLA,33.9,35.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B37_1729,6/30/2018,7/16/2024,FP4B,37,1729,,PICGLA,40,40.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B37_1731,6/30/2018,7/16/2024,FP4B,37,1731,,PICGLA,5.4,-9999,0,-99,0,1,0,,old notes-. 2019 notes-Still alive,,,,,,,,,,,,,
FP4B37_1732,6/30/2018,7/16/2024,FP4B,37,1732,,PICGLA,6.2,6.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B37_1733,6/30/2018,7/16/2024,FP4B,37,1733,,PICGLA,25,26,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B37_1734,6/30/2018,7/16/2024,FP4B,37,1734,,PICGLA,39.5,40.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B37_1800,6/30/2018,7/16/2024,FP4B,37,1800,,PICGLA,8.3,-7777,0,-99,0,1,1,,,,,,,,,,,,,,,
FP4B38_1646,6/30/2018,7/16/2024,FP4B,38,1646,,PICGLA,33.4,-7777,0,8,0,1,1,,,,,,,,,,,,,,,
FP4B38_1647,6/30/2018,7/16/2024,FP4B,38,1647,,PICGLA,38.5,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4B38_1648,6/30/2018,7/16/2024,FP4B,38,1648,,PICGLA,33,33.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4B38_2112,,7/16/2024,FP4B,38,2112,,BETNEO,,3.2,1,-99,1,0,1,,,,,,,,,,,,,,,
FP4C1_2301,6/30/2018,7/9/2024,FP4C,1,2301,,PICGLA,31.2,32.5,1,9,0,1,1,,,,,,,,,,,,,,,
FP4C1_2302,6/30/2018,7/9/2024,FP4C,1,2302,,PICGLA,37.8,40.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C1_2303,6/30/2018,7/9/2024,FP4C,1,2303,,PICGLA,22.2,-9999,0,-99,1,1,0,,old notes-Leaning. 2019 notes-,,,,,,,,,,,,,
FP4C1_2304,6/30/2018,7/9/2024,FP4C,1,2304,,PICGLA,17.6,18.7,1,7,0,1,1,,,,,,,,,,,,,,,
FP4C1_2307,6/30/2018,7/9/2024,FP4C,1,2307,,PICGLA,-7777,-9999,0,-99,0,1,0,,old notes-Down. 2019 notes-,,,,,,,,,,,,,
FP4C2_2310,6/30/2018,7/9/2024,FP4C,2,2310,,PICGLA,36.7,38.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C2_2311,6/30/2018,7/9/2024,FP4C,2,2311,,PICGLA,44.1,45.6,1,-99,0,1,1,,old notes-not dead. 2019 notes-,,,,,,,,,,,,,
FP4C3_2313,6/30/2018,7/9/2024,FP4C,3,2313,,PICGLA,35.5,36.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C3_2314,6/30/2018,7/9/2024,FP4C,3,2314,,PICGLA,30.7,32.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C3_2315,6/30/2018,7/9/2024,FP4C,3,2315,,PICGLA,17.5,19.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C3_2316,6/30/2018,7/9/2024,FP4C,3,2316,,PICGLA,44.8,46.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2312,6/30/2018,7/9/2024,FP4C,4,2312,,PICGLA,6.6,7.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2317,6/30/2018,7/9/2024,FP4C,4,2317,,PICGLA,33.5,35.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2318,6/30/2018,7/9/2024,FP4C,4,2318,,PICGLA,7.5,9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2319,6/30/2018,7/9/2024,FP4C,4,2319,,PICGLA,43.1,44.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2321,6/30/2018,7/9/2024,FP4C,4,2321,,PICGLA,19.1,21.3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2322,6/30/2018,7/9/2024,FP4C,4,2322,,PICGLA,32.5,33.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2323,6/30/2018,7/9/2024,FP4C,4,2323,,PICGLA,30.6,32.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2324,6/30/2018,7/9/2024,FP4C,4,2324,,PICGLA,21.7,23.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C4_2325,6/30/2018,7/9/2024,FP4C,4,2325,,PICGLA,34,36.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2326,6/30/2018,7/9/2024,FP4C,6,2326,,PICGLA,30,32,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2327,6/30/2018,7/9/2024,FP4C,6,2327,,PICGLA,26.5,27.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2328,6/30/2018,7/9/2024,FP4C,6,2328,,PICGLA,33,34.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2330,6/30/2018,7/9/2024,FP4C,6,2330,,PICGLA,43.2,44.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2331,6/30/2018,7/9/2024,FP4C,6,2331,,PICGLA,48.1,49.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2332,6/30/2018,7/9/2024,FP4C,6,2332,,PICGLA,30,30.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C6_2333,6/30/2018,7/9/2024,FP4C,6,2333,,PICGLA,27.9,28.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C7_2334,6/30/2018,7/9/2024,FP4C,7,2334,,PICGLA,30.6,30.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C7_2335,6/30/2018,7/9/2024,FP4C,7,2335,,PICGLA,34.1,35.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C8_2336,6/30/2018,7/9/2024,FP4C,8,2336,,PICGLA,38.1,39.6,1,-99,0,1,1,,old notes-2 tops still alive. 2019 notes-,,,,,,,,,,,,,
FP4C8_2337,6/30/2018,7/9/2024,FP4C,8,2337,,PICGLA,46.6,48.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C8_2338,6/30/2018,7/9/2024,FP4C,8,2338,,PICGLA,36.8,37.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C8_2339,6/30/2018,7/9/2024,FP4C,8,2339,,PICGLA,41.6,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C9_2341,6/30/2018,7/9/2024,FP4C,9,2341,,PICGLA,37.1,38.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2342,6/30/2018,7/9/2024,FP4C,9,2342,,PICGLA,32.7,34.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2343,6/30/2018,7/9/2024,FP4C,9,2343,,PICGLA,27.6,29.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2344,6/30/2018,7/9/2024,FP4C,9,2344,,PICGLA,14.1,15.3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2346,6/30/2018,7/9/2024,FP4C,9,2346,,PICGLA,31,33,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2347,6/30/2018,7/9/2024,FP4C,9,2347,,PICGLA,23.6,25,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2348,6/30/2018,7/9/2024,FP4C,9,2348,,PICGLA,16.8,19,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2349,6/30/2018,7/9/2024,FP4C,9,2349,,PICGLA,29.1,31.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C9_2350,6/30/2018,7/9/2024,FP4C,9,2350,,PICGLA,6.9,7,1,-99,1,1,1,,old notes-. 2019 notes-Leaner,,,,,,,,,,,,,
FP4C12_2353,6/30/2018,7/9/2024,FP4C,12,2353,,PICGLA,41.4,43.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C12_2354,6/30/2018,7/9/2024,FP4C,12,2354,,PICGLA,38.8,38.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C12_2356,6/30/2018,7/9/2024,FP4C,12,2356,,PICGLA,53.3,-7777,0,-99,0,1,1,,,,,,,,,,,,,,,
FP4C12_2493,,7/9/2024,FP4C,12,2493,,Betneo,,4.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C13_2357,6/30/2018,7/9/2024,FP4C,13,2357,,PICGLA,28.9,30.3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C13_2359,6/30/2018,7/9/2024,FP4C,13,2359,,PICGLA,46.1,48.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C13_2360,6/30/2018,7/9/2024,FP4C,13,2360,,PICGLA,45,46.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C13_2361,6/30/2018,7/9/2024,FP4C,13,2361,,PICGLA,21.5,23.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C14_2362,6/30/2018,7/9/2024,FP4C,14,2362,,PICGLA,36.8,39.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C14_2364,6/30/2018,7/9/2024,FP4C,14,2364,,PICGLA,26.9,28.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C14_2365,6/30/2018,7/9/2024,FP4C,14,2365,,PICGLA,-7777,-9999,0,-99,0,1,0,,old notes-. 2019 notes-Down,,,,,,,,,,,,,
FP4C14_2366,6/30/2018,7/9/2024,FP4C,14,2366,,PICGLA,33.2,34.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C21_501,6/30/2018,7/9/2024,FP4C,21,501,,PICGLA,36.2,38.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C21_505,6/30/2018,7/9/2024,FP4C,21,505,,PICGLA,13.9,15.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C21_508,6/30/2018,7/9/2024,FP4C,21,508,,PICGLA,39.2,41.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C21_510,6/30/2018,7/9/2024,FP4C,21,510,,PICGLA,24.8,26.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C21_512,6/30/2018,7/9/2024,FP4C,21,512,,PICGLA,20.8,21.5,1,11,0,1,1,,,,,,,,,,,,,,,
FP4C21_513,6/30/2018,7/9/2024,FP4C,21,513,,PICGLA,-7777,-7777,0,-99,0,1,1,,,,,,,,,,,,,,,
FP4C22_516,6/30/2018,7/9/2024,FP4C,22,516,,PICGLA,-7777,-8888,0,8,0,1,0,probably dead and down,old notes-std. actually dead? . 2019 notes-Dead,,,,,,,,,,,,,
FP4C22_517,6/30/2018,7/9/2024,FP4C,22,517,,PICGLA,29.1,29,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C22_519,6/30/2018,7/9/2024,FP4C,22,519,,PICGLA,13.9,-8888,1,-99,1,1,1,,,,,,,,,,,,,,,
FP4C22_521,6/30/2018,7/9/2024,FP4C,22,521,,PICGLA,31.1,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C22_522,6/30/2018,7/9/2024,FP4C,22,522,,PICGLA,45.4,46.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C22_524,6/30/2018,7/9/2024,FP4C,22,524,,PICGLA,4.1,5.1,1,3,0,1,1,,old notes-old top was 9524. 2019 notes-Changed tag to live top old top dead,,,,,,,,,,,,,
FP4C22_525,6/30/2018,7/9/2024,FP4C,22,525,,PICGLA,19.4,20.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C22_526,6/30/2018,7/9/2024,FP4C,22,526,,PICGLA,39.9,41.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C22_527,6/30/2018,7/9/2024,FP4C,22,527,,PICGLA,24.6,-8888,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C23_528,6/30/2018,7/9/2024,FP4C,23,528,,PICGLA,18.9,20.1,1,14,0,1,1,,,,,,,,,,,,,,,
FP4C23_529,6/30/2018,7/9/2024,FP4C,23,529,,PICGLA,41.9,43.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C23_530,6/30/2018,7/9/2024,FP4C,23,530,,PICGLA,34.7,35.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C23_532,6/30/2018,7/9/2024,FP4C,23,532,,PICGLA,-7777,-7777,0,-99,0,1,1,,old notes-. 2019 notes-Std,,,,,,,,,,,,,
FP4C23_533,6/30/2018,7/9/2024,FP4C,23,533,,PICGLA,17.6,18.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C23_534,6/30/2018,7/9/2024,FP4C,23,534,,PICGLA,52,54.7,1,-99,0,1,1,,"old notes-. 2019 notes-Big, yuuuuge",,,,,,,,,,,,,
FP4C23_535,6/30/2018,7/9/2024,FP4C,23,535,,PICGLA,36.1,38.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C24_537,6/30/2018,7/9/2024,FP4C,24,537,,PICGLA,18,19.1,1,10,0,1,1,,old notes-new leader. 2019 notes-,,,,,,,,,,,,,
FP4C24_540,6/30/2018,7/9/2024,FP4C,24,540,,PICGLA,-7777,-7777,0,3,0,1,1,,,,,,,,,,,,,,,
FP4C24_541,6/30/2018,7/9/2024,FP4C,24,541,,PICGLA,25,26.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C24_542,6/30/2018,7/9/2024,FP4C,24,542,,PICGLA,22.2,23.5,1,-99,1,1,1,,old notes-leaning on 543. 2019 notes-,,,,,,,,,,,,,
FP4C24_543,6/30/2018,7/9/2024,FP4C,24,543,,PICGLA,25.3,26,1,-99,1,1,1,,old notes-leaning on 542. 2019 notes-,,,,,,,,,,,,,
FP4C24_547,6/30/2018,7/9/2024,FP4C,24,547,,PICGLA,13.9,15.5,1,-99,0,1,1,,old notes-new leader. 2019 notes-,,,,,,,,,,,,,
FP4C24_549,6/30/2018,7/9/2024,FP4C,24,549,,PICGLA,33.6,34.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C25_551,6/30/2018,7/9/2024,FP4C,25,551,,PICGLA,37.4,39,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C25_552,6/30/2018,7/9/2024,FP4C,25,552,,PICGLA,37,39.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C25_554,6/30/2018,7/9/2024,FP4C,25,554,,PICGLA,31.3,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C26_556,6/30/2018,7/9/2024,FP4C,26,556,,PICGLA,40.9,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C26_557,6/30/2018,7/9/2024,FP4C,26,557,,PICGLA,36.1,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C26_560,6/30/2018,7/9/2024,FP4C,26,560,,PICGLA,29.6,30.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C26_561,6/30/2018,7/9/2024,FP4C,26,561,,PICGLA,30.7,32.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C26_563,6/30/2018,7/9/2024,FP4C,26,563,,PICGLA,41.4,44.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C27_567,6/30/2018,7/9/2024,FP4C,27,567,,PICGLA,32.6,34.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C27_569,6/30/2018,7/9/2024,FP4C,27,569,,PICGLA,44.5,46.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C28_570,6/30/2018,7/9/2024,FP4C,28,570,,PICGLA,20,20.8,1,-99,0,1,1,,"old notes-. 2019 notes-Check previous dbh, wrong value?",,,,,,,,,,,,,
FP4C28_571,6/30/2018,7/9/2024,FP4C,28,571,,PICGLA,24.1,25.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C28_573,6/30/2018,7/9/2024,FP4C,28,573,,PICGLA,39.5,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C29_574,6/30/2018,7/9/2024,FP4C,29,574,,PICGLA,27.3,27.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C29_575,6/30/2018,7/9/2024,FP4C,29,575,,PICGLA,13.9,14.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C29_576,6/30/2018,7/9/2024,FP4C,29,576,,PICGLA,46,47.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C29_577,6/30/2018,7/9/2024,FP4C,29,577,,PICGLA,37.4,38.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C30_578,6/30/2018,7/9/2024,FP4C,30,578,,PICGLA,47.3,49.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C30_580,6/30/2018,7/9/2024,FP4C,30,580,,PICGLA,16.1,-7777,0,-99,0,1,1,,,,,,,,,,,,,,,
FP4C31_581,6/30/2018,7/9/2024,FP4C,31,581,,PICGLA,45,46.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C31_583,6/30/2018,7/9/2024,FP4C,31,583,,PICGLA,19.5,22.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C31_2494,,7/9/2024,FP4C,31,2494,,PICGLA,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C32_587,6/30/2018,7/9/2024,FP4C,32,587,,PICGLA,37.1,39.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C32_588,6/30/2018,7/9/2024,FP4C,32,588,,PICGLA,27.3,29,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C32_589,6/30/2018,7/9/2024,FP4C,32,589,,PICGLA,45.4,48.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C33_591,6/30/2018,7/9/2024,FP4C,33,591,,PICGLA,45.8,-7777,0,-99,0,1,1,,,,,,,,,,,,,,,
FP4C33_593,6/30/2018,7/9/2024,FP4C,33,593,,PICGLA,38.4,39.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C33_595,6/30/2018,7/9/2024,FP4C,33,595,,PICGLA,17.5,20.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C33_7907,6/30/2018,7/9/2024,FP4C,33,7907,,BETNEO,11.5,13,1,-99,0,1,1,,old notes-now 7907. 2019 notes-,,,,,,,,,,,,,
FP4C34_596,6/30/2018,7/9/2024,FP4C,34,596,,PICGLA,52.5,54.7,1,-99,0,1,1,,needs tag,,,,,,,,,,,,,
FP4C35_597,6/30/2018,7/9/2024,FP4C,35,597,,PICGLA,47.4,49.3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C35_608,6/30/2018,7/9/2024,FP4C,35,608,,BETNEO,6.2,7.5,1,-99,0,1,1,,old notes-. 2019 notes-thought was dead but it is not,,,,,,,,,,,,,
FP4C35_6723,6/30/2018,7/9/2024,FP4C,35,6723,,BETNEO,2.6,3,1,1.5,0,1,1,,,,,,,,,,,,,,,
FP4C36_706,6/30/2018,7/9/2024,FP4C,36,706,,PICGLA,12.3,13.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C36_707,6/30/2018,7/9/2024,FP4C,36,707,,PICGLA,34.2,35.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C36_708,6/30/2018,7/9/2024,FP4C,36,708,,PICGLA,36.1,37.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C36_709,6/30/2018,7/9/2024,FP4C,36,709,,PICGLA,38.1,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP4C36_711,6/30/2018,7/9/2024,FP4C,36,711,,PICGLA,23.7,25,1,-99,0,1,1,,old notes-. 2019 notes-Maybe 32 last time.,,,,,,,,,,,,,
FP4C36_712,6/30/2018,7/9/2024,FP4C,36,712,,PICGLA,32.5,33.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C36_9702,6/30/2018,7/9/2024,FP4C,36,9702,,PICGLA,78.4,-9999,0,-99,0,1,0,,703 alive dbh 60 in plot 35 on the line,,,,,,,,,,,,,
FP4C37_714,6/30/2018,7/9/2024,FP4C,37,714,,PICGLA,32.6,34.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C37_716,6/30/2018,7/9/2024,FP4C,37,716,,PICGLA,15.4,15.9,1,12,0,1,1,,,,,,,,,,,,,,,
FP4C37_719,6/30/2018,7/9/2024,FP4C,37,719,,PICGLA,22.2,23.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C37_720,6/30/2018,7/9/2024,FP4C,37,720,,PICGLA,39.8,41.7,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C37_721,6/30/2018,7/9/2024,FP4C,37,721,,PICGLA,9.6,9.7,1,5,0,1,1,,,,,,,,,,,,,,,
FP4C38_722,6/30/2018,7/9/2024,FP4C,38,722,,PICGLA,15.2,16.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C38_723,6/30/2018,7/9/2024,FP4C,38,723,,PICGLA,26.8,28.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP4C38_724,6/30/2018,7/9/2024,FP4C,38,724,,PICGLA,8.6,9.8,1,-99,0,0,1,,old notes-budworm. 2019 notes-,,,,,,,,,,,,,
FP4C38_725,6/30/2018,7/9/2024,FP4C,38,725,,PICGLA,37.9,40.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_6,6/30/2018,7/17/2024,FP5B,1,6,1686,BETNEO,7.1,8.4,1,-99,0,1,1,,old notes-New number 1686. 2019 notes-,,,,,,,,,,,,,
FP5B1_102,6/30/2018,7/17/2024,FP5B,1,102,,BETNEO,3,-8888,1,-99,0,1,1,Missing,"old notes-not tagged, marked in 2014 . 2019 notes-",,,,,,,,,,,,,
FP5B1_105,6/30/2018,7/17/2024,FP5B,1,105,,PICMAR,2.8,-8888,1,-99,0,1,1,Missing,,,,,,,,,,,,,,
FP5B1_106,6/30/2018,7/17/2024,FP5B,1,106,,BETNEO,-7777,-9999,0,-99,0,1,0,,old notes-not tagged. found dead in 2014. 2019 notes-,,,,,,,,,,,,,
FP5B1_578,6/30/2018,7/17/2024,FP5B,1,578,,BETNEO,4.1,4.3,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_579,6/30/2018,7/17/2024,FP5B,1,579,,BETNEO,-7777,-7777,0,2,0,1,1,,old notes-new tag 579. 2019 notes-,,,,,,,,,,,,,
FP5B1_990,6/30/2018,7/17/2024,FP5B,1,990,,BETNEO,3.2,-7777,0,-99,0,1,1,,old notes-new tag 990. 2019 notes-,,,,,,,,,,,,,
FP5B1_991,6/30/2018,7/17/2024,FP5B,1,991,,BETNEO,3.8,4.3,1,-99,0,1,1,,old notes-new tag 991. 2019 notes-,,,,,,,,,,,,,
FP5B1_1682,6/30/2018,7/17/2024,FP5B,1,1682,,PICMAR,3.2,4.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_1683,6/30/2018,7/17/2024,FP5B,1,1683,,PICMAR,4,5.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_1684,6/30/2018,7/17/2024,FP5B,1,1684,,PICMAR,3.5,4.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_2124,,7/17/2024,FP5B,1,2124,,PICMAR,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_2125,,7/17/2024,FP5B,1,2125,,PICMAR,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_2126,,7/17/2024,FP5B,1,2126,,PICMAR,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4901,6/30/2018,7/17/2024,FP5B,1,4901,,BETNEO,17.2,17.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4903,6/30/2018,7/17/2024,FP5B,1,4903,,PICGLA,16.4,16.6,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4904,6/30/2018,7/17/2024,FP5B,1,4904,,PICGLA,17.7,18.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4905,6/30/2018,7/17/2024,FP5B,1,4905,,PICGLA,8.3,8.5,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4908,6/30/2018,7/17/2024,FP5B,1,4908,,BETNEO,8.6,9.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4909,6/30/2018,7/17/2024,FP5B,1,4909,,PICGLA,17.1,18.1,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4910,6/30/2018,7/17/2024,FP5B,1,4910,,BETNEO,7.5,8.2,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4911,6/30/2018,7/17/2024,FP5B,1,4911,,BETNEO,5.2,5.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4912,6/30/2018,7/17/2024,FP5B,1,4912,,PICGLA,20.8,20.8,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4913,6/30/2018,7/17/2024,FP5B,1,4913,,PICGLA,27.9,-9999,0,-99,0,1,0,,,,,,,,,,,,,,,
FP5B1_4914,6/30/2018,7/17/2024,FP5B,1,4914,,BETNEO,7.3,7.9,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B1_4915,6/30/2018,7/17/2024,FP5B,1,4915,,BETNEO,8.5,8.4,1,-99,0,1,1,,,,,,,,,,,,,,,
FP5B2_108,6/30/2018,7/17/2024,FP5B,2,108,,BETNEO,2.4,-8888,1,-99,0,1,1,Missing,,,,,,,,,,,,,,
