Site,YearBurn,Transect,AgeClass,Subsection,Spp,Cat,TS,BD_cm,DBH_cm,Alive,Notes
MF,83,3,Int,20_40,PT,Dec,Tree,,1,Y,
MF,83,3,Int,20_40,PT,Dec,Tree,1.4,,Y,
MF,83,3,Int,20_40,PT,Dec,Tree,,3.3,Y,
MF,83,3,Int,20_40,PT,Dec,Tree,,1.5,N,
MF,83,3,Int,20_40,PM,Evg,Tree,0.2,,Y,
MF,83,3,Int,20_40,PM,Evg,Tree,1.2,,Y,
MF,83,3,Int,20_40,PT,Dec,Tree,,2.7,Y,
MF,83,3,Int,20_40,PT,Dec,Tree,,1,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,,1.2,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1.6,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1.6,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1.4,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,0.6,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,1.8,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,2.4,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,1.1,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,1,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,4,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,3.8,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,5.3,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,0.8,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,4.2,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,1.7,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,1.1,,N,
MF,83,3,Int,40_60,PT,Dec,Tree,1.6,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,,1,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,2,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,0.8,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,,1.1,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,0.6,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,5.1,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,1.4,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,2.2,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,2.1,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,2.7,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,1.7,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,0.5,,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,1,,Y,
MF,83,3,Int,40_60,PM,Evg,Tree,,1.2,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,3.2,Y,
MF,83,3,Int,40_60,PT,Dec,Tree,,2.6,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.3,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,1.5,Y,
MF,83,3,Int,60_80,BN,Dec,Tree,,2.4,Y,
MF,83,3,Int,60_80,BN,Dec,Tree,,1.5,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.2,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.1,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.4,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,0.7,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,1.3,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,0.6,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.7,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,1,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.5,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,1,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,3.8,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,1.3,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.3,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,1.8,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,4.3,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,2,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,1.7,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,2.1,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.4,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,0.9,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.5,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,0.9,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.2,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,1.3,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.2,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,1.9,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,1.6,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,2.2,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.1,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,3.5,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.3,,Y,
MF,83,3,Int,60_80,PT,Dec,Tree,,2.2,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.3,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.5,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.1,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.3,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.8,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,0.7,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,1.3,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,2.9,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,0.7,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,0.8,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1.2,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,2.1,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,1,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,0.4,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,0.8,,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,1.9,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,3.1,Y,
MF,83,3,Int,60_80,PM,Evg,Tree,,2.6,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,0.8,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.4,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,2.6,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.2,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,0.8,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,0.8,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,2.7,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,2.1,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.1,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,2.6,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.8,,N,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.2,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.9,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.8,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,0.9,,N,
MF,83,3,Int,80_100,PT,Dec,Tree,1.7,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.1,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,2,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.1,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.1,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.2,,N,
MF,83,3,Int,80_100,PT,Dec,Tree,0.7,,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,,1.7,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,,1.2,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.1,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,2.3,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,0.7,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.4,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,0.7,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,3.1,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,2.5,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,3.1,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,2.9,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.3,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.1,,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,1.7,,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,1.1,,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,0.3,,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,0.5,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.2,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,2.1,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,1.1,,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.7,Y,
MF,83,3,Int,80_100,PT,Dec,Tree,,1.7,Y,
MF,83,3,Int,80_100,PM,Evg,Tree,2.1,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,5.7,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,2.7,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.2,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,0.8,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1.1,Y,
SM,57,1,Int,19-Oct,PT,Dec,Tree,,6.1,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.2,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,19-Oct,AL,Dec,Shrub,1.2,,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,3.5,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1.2,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,19-Oct,AL,Dec,Shrub,2.5,,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,2.9,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.2,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,2.4,,N,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,3.7,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,3.4,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,0.9,,N,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,2.6,,Y,
SM,57,1,Int,19-Oct,PM ,Evg ,Tree ,,1.7,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,0.7,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,2,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,1.6,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,0.7,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,1.1,,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1.4,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1.2,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1.4,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,3.3,,N,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,2.1,,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.5,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,4.1,,N,
SM,57,1,Int,19-Oct,BN,Dec,Tree,,6.2,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,1.1,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,19-Oct,PT,Dec,Tree,3.7,,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,1.5,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,2.1,,N,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,0.5,,N,
SM,57,1,Int,19-Oct,PT,Dec,Tree,,8.8,Y,
SM,57,1,Int,19-Oct,PT,Dec,Tree,,6.2,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,3.6,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,1.3,,N,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,5.2,,Y,
SM,57,1,Int,19-Oct,PT,Dec,Tree,,6.6,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,19-Oct,SA,Dec,Shrub,3.6,,N,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,0.4,,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.4,,Y,
SM,57,1,Int,19-Oct,BN,Dec,Tree,,12.2,Y,
SM,57,1,Int,19-Oct,PM,Evg,Tree,1.4,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,0.8,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,2.2,,N,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.6,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.4,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,3.4,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,3.4,,N,
SM,57,1,Int,20_40,PT,Dec,Tree,,7.2,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.6,Y,
SM,57,1,Int,20_40,PT,Dec,Tree,,4.7,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.3,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,2,,N,
SM,57,1,Int,20_40,SA,Dec,Shrub,1.9,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,2.3,,N,
SM,57,1,Int,20_40,SA,Dec,Shrub,1.5,,N,
SM,57,1,Int,20_40,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,3.6,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.6,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,0.8,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.2,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.6,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,2.8,,N,
SM,57,1,Int,20_40,PM,Evg,Tree,,4,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.8,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.6,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.6,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,20_40,PT,Dec,Tree,,9.9,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,4.7,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.5,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.6,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,3,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.7,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,2.2,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.2,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.6,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.6,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.5,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,3.7,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.6,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,2.4,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,1.9,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,2.3,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,3.4,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,1.4,,Y,
SM,57,1,Int,20_40,SA,Dec,Shrub,3.5,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.1,Y,
SM,57,1,Int,20_40,PT,Dec,Tree,,7.6,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,0.8,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,1.1,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,4.3,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,,4.5,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,1.6,,Y,
SM,57,1,Int,20_40,PM,Evg,Tree,0.4,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,1,,N,
SM,57,1,Int,40_60,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,3.1,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,1.7,,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,2.9,,N,
SM,57,1,Int,40_60,PT,Dec,Tree,,3.1,N,
SM,57,1,Int,40_60,PM,Evg,Tree,2,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,7.8,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2.9,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,3.4,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2.6,Y,
SM,57,1,Int,40_60,PT,Dec,Tree,,4.3,Y,
SM,57,1,Int,40_60,PT,Dec,Tree,,2.5,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,1.1,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,1.3,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2.8,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,1.8,,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,2.4,,N,
SM,57,1,Int,40_60,SA,Dec,Shrub,2.5,,N,
SM,57,1,Int,40_60,SA,Dec,Shrub,3.2,,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,3.7,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,1.5,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2.2,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,1.3,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2.4,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,1.2,,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,2.8,,N,
SM,57,1,Int,40_60,SA,Dec,Shrub,2.6,,Y,
SM,57,1,Int,40_60,BN,Dec,Tree,1,,Y,
SM,57,1,Int,40_60,SA,Dec,Shrub,1.5,,N,
SM,57,1,Int,40_60,SA,Dec,Shrub,1.4,,N,
SM,57,1,Int,40_60,SA,Dec,Shrub,2.4,,N,
SM,57,1,Int,40_60,SA,Dec,Shrub,1.1,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,2.1,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,,2,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,0.6,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,0.6,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,40_60,PM,Evg,Tree,1.8,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.8,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,4.1,Y,
SM,57,1,Int,60_80,PT,Dec,Tree,,7.9,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,2.2,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,2,,N,
SM,57,1,Int,60_80,SA,Dec,Shrub,1.3,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.4,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,2.2,,N,
SM,57,1,Int,60_80,SA,Dec,Shrub,3.5,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,4.2,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,2.4,,N,
SM,57,1,Int,60_80,PM,Evg,Tree,1.8,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,3.2,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,6.1,Y,
SM,57,1,Int,60_80,PT,Dec,Tree,,8.5,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.8,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.6,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,3.6,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,2.8,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,0.2,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,0.5,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,1.4,,N,
SM,57,1,Int,60_80,SA,Dec,Shrub,3.3,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,2.2,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,2.2,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,3,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1,,Y,
SM,57,1,Int,60_80,SA,Dec,Shrub,2.2,,N,
SM,57,1,Int,60_80,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,1.8,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,1.3,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,2.7,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.3,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.5,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.2,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,60_80,PT,Dec,Tree,,5.6,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,,2.1,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.6,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1.1,,Y,
SM,57,1,Int,60_80,PM,Evg,Tree,1,,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,0.9,,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,1.5,Y,
SM,57,1,Int,80_100,PT,Dec,Tree,,3.3,N,
SM,57,1,Int,80_100,PM,Evg,Tree,0.7,,Y,
SM,57,1,Int,80_100,BN,Dec,Tree,,1.1,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,2.5,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,2,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,3.3,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,6.9,Y,
SM,57,1,Int,80_100,SA,Dec,Shrub,3.8,,N,
SM,57,1,Int,80_100,PM,Evg,Tree,,0.9,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,1.2,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,1.5,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,1.1,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,0.8,Y,
SM,57,1,Int,80_100,PM,Evg,Tree,,4.1,Y,
